(601,246)
(610,244)
(619,245)
(630,245)
(636,245)
(595,244)
(588,178)
(580,245)
(570,178)
(568,178)
(566,245)
(553,178)
(554,243)
(541,178)
(539,244)
(527,177)
(525,244)
(515,177)
(511,246)
(501,177)
(498,177)
(497,245)
(483,177)
(483,244)
(470,177)
(467,177)
(470,243)
(452,177)
(455,243)
(439,176)
(441,242)
(427,176)
(428,242)
(413,176)
(415,242)
(401,176)
(398,176)
(400,242)
(383,176)
(380,176)
(365,176)
(362,176)
(357,239)
(347,175)
(341,241)
(329,241)
(299,176)
(316,241)
(303,241)
(280,175)
(291,241)
(269,176)
(267,176)
(276,242)
(254,176)
(252,175)
(235,175)
(233,175)
(235,239)
(217,175)
(215,175)
(221,241)
(209,241)
(198,175)
(186,175)
(196,241)
(183,175)
(180,241)
(168,175)
(165,175)
(166,241)
(150,174)
(152,244)
(137,175)
(138,244)
(125,175)
(122,175)
(126,241)
(107,175)
(113,241)
(105,175)
(98,241)
(89,176)
(87,175)
(83,242)
(68,242)
(20,182)
(16,198)
(19,173)
(20,160)
(68,141)
(21,146)
(87,153)
(18,132)
(19,117)
(85,121)
(85,118)
(68,97)
(18,103)
(84,100)
(20,87)
(21,77)
(68,89)
(20,60)
(66,52)
(22,45)
(86,68)
(21,31)
