(590,243)
(591,244)
(592,243)
(593,244)
(593,244)
(594,244)
(595,244)
(596,244)
(597,243)
(597,243)
(598,243)
(599,244)
(599,244)
(600,244)
(601,243)
(601,243)
(602,244)
(603,243)
(603,243)
(604,244)
(604,243)
(605,243)
(606,244)
(606,243)
(607,243)
(607,243)
(608,243)
(609,243)
(609,244)
(610,244)
(610,243)
(611,244)
(611,244)
(612,244)
(612,244)
(613,244)
(613,244)
(614,244)
(615,244)
(615,243)
(616,243)
(616,243)
(617,243)
(617,243)
(618,243)
(618,244)
(619,243)
(620,244)
(620,244)
(621,244)
(621,244)
(622,244)
(623,244)
(623,245)
(624,244)
(625,245)
(625,244)
(626,244)
(626,244)
(627,244)
(628,244)
(628,244)
(629,243)
(630,244)
(630,244)
(631,244)
(632,245)
(633,245)
(633,244)
(634,244)
(635,245)
(636,244)
(637,244)
(637,244)
(590,243)
(638,244)
(589,242)
(627,245)
(604,244)
(605,244)
(594,242)
(588,243)
(599,244)
(588,243)
(597,244)
(630,246)
(585,243)
(586,243)
(587,243)
(589,244)
(608,243)
(610,244)
(611,244)
(583,243)
(584,243)
(595,243)
(600,243)
(592,243)
(593,243)
(623,243)
(628,245)
(628,245)
(587,177)
(583,243)
(597,243)
(581,242)
(582,243)
(592,243)
(587,177)
(586,177)
(586,177)
(585,178)
(580,243)
(583,244)
(584,178)
(598,243)
(603,244)
(584,178)
(579,243)
(580,243)
(586,243)
(587,175)
(578,243)
(602,244)
(583,177)
(582,178)
(581,178)
(576,243)
(577,243)
(578,243)
(596,243)
(611,244)
(588,175)
(591,243)
(580,177)
(575,243)
(590,243)
(618,245)
(580,178)
(579,178)
(575,242)
(585,243)
(588,243)
(607,244)
(608,244)
(617,245)
(615,245)
(616,245)
(587,174)
(578,177)
(584,177)
(577,177)
(583,243)
(594,243)
(587,173)
(576,177)
(591,243)
(575,178)
(575,178)
(582,243)
(587,244)
(585,177)
(580,177)
(581,243)
(587,178)
(585,178)
(579,243)
(587,244)
(603,244)
(577,243)
(586,178)
(579,178)
(580,244)
(582,177)
(578,243)
(581,177)
(578,177)
(576,243)
(577,177)
(583,185)
(575,177)
(575,243)
(604,245)
(577,177)
(582,244)
(599,245)
(600,245)
(600,244)
(584,180)
(574,177)
(586,244)
(598,245)
(598,244)
(582,177)
(577,177)
(577,244)
(578,244)
(581,177)
(576,243)
(597,245)
(588,244)
(596,244)
(586,179)
(576,177)
(585,244)
(588,244)
(595,244)
(588,175)
(583,244)
(575,244)
(591,245)
(550,242)
(551,242)
(552,242)
(553,243)
(553,243)
(554,243)
(555,243)
(556,243)
(556,243)
(557,243)
(558,243)
(559,243)
(559,243)
(560,243)
(561,242)
(561,243)
(562,243)
(562,243)
(563,243)
(564,243)
(564,243)
(565,243)
(565,243)
(566,243)
(567,243)
(567,243)
(568,243)
(568,243)
(569,243)
(569,243)
(570,243)
(571,243)
(571,243)
(572,243)
(572,243)
(573,243)
(573,243)
(574,243)
(574,177)
(574,177)
(573,177)
(572,177)
(572,177)
(571,177)
(571,177)
(570,177)
(569,177)
(569,177)
(568,177)
(568,177)
(567,177)
(566,177)
(566,177)
(565,177)
(564,177)
(564,177)
(563,177)
(563,177)
(562,177)
(561,176)
(560,176)
