(591,244)
(592,244)
(594,244)
(595,244)
(597,243)
(598,244)
(600,244)
(601,243)
(602,244)
(604,243)
(605,243)
(606,243)
(607,243)
(608,243)
(609,244)
(610,244)
(612,244)
(613,244)
(614,244)
(615,244)
(616,243)
(617,243)
(618,243)
(619,244)
(621,244)
(622,244)
(623,244)
(624,244)
(625,244)
(627,244)
(628,244)
(629,244)
(631,244)
(632,245)
(634,244)
(635,244)
(637,244)
(590,243)
(588,243)
(585,243)
(584,243)
(587,177)
(581,243)
(583,243)
(586,177)
(585,178)
(579,243)
(582,178)
(577,243)
(581,178)
(579,178)
(575,243)
(577,177)
(587,173)
(575,178)
(587,244)
(580,243)
(583,185)
(575,177)
(581,177)
(551,243)
(553,242)
(554,243)
(555,243)
(557,243)
(558,243)
(560,243)
(561,243)
(562,243)
(563,243)
(565,243)
(566,243)
(567,243)
(568,243)
(569,243)
(570,243)
(572,243)
(573,243)
(574,243)
(574,177)
(573,177)
(571,177)
(570,177)
(569,177)
(568,177)
(567,177)
(565,177)
(564,177)
(563,177)
(561,177)
(560,176)
(558,176)
(557,176)
(556,177)
(554,177)
(553,177)
(550,243)
(552,177)
(548,242)
(549,177)
(548,177)
(547,177)
(574,243)
(545,242)
(546,177)
(544,178)
(542,242)
(541,177)
(540,242)
(539,177)
(538,242)
(537,177)
(536,242)
(536,177)
(543,243)
(547,243)
(534,177)
(534,242)
(545,243)
(532,242)
(532,177)
(530,177)
(531,242)
(529,242)
(528,177)
(528,242)
(542,177)
(527,177)
(525,177)
(525,242)
(524,178)
(522,242)
(524,242)
(538,243)
(522,177)
(520,177)
(519,242)
(518,178)
(517,242)
(516,177)
(515,242)
(533,177)
(515,177)
(513,177)
(512,177)
(510,177)
(509,177)
(515,244)
(507,177)
(511,245)
(505,177)
(510,245)
(518,243)
(503,177)
(517,235)
(507,245)
(502,177)
(500,177)
(506,245)
(514,242)
(498,177)
(504,245)
(496,177)
(503,245)
(494,177)
(501,245)
(499,245)
(514,237)
(497,245)
(495,244)
(512,244)
(506,177)
(511,242)
(497,241)
(474,242)
(475,243)
(476,243)
(478,242)
(479,245)
(481,245)
(482,245)
(483,245)
(485,246)
(486,245)
(487,245)
(489,245)
(490,245)
(491,246)
(493,246)
(494,246)
(494,177)
(493,177)
(492,176)
(490,176)
(489,176)
(488,176)
(487,177)
(486,176)
(485,176)
(484,176)
(482,177)
(481,177)
(480,177)
(479,177)
(477,177)
(476,177)
(474,176)
(473,176)
(471,176)
(470,177)
(468,177)
(472,242)
(466,177)
(469,242)
(470,242)
(478,239)
(463,177)
(462,177)
(466,242)
(461,177)
(464,242)
(463,242)
(459,177)
(457,177)
(461,242)
(459,242)
(455,177)
(453,177)
(457,242)
(456,242)
(451,177)
(454,242)
(470,176)
(453,242)
(449,176)
(447,177)
(451,241)
(467,177)
(450,241)
(445,177)
(448,241)
(457,176)
(443,176)
(447,242)
(445,241)
(441,176)
(443,241)
(439,176)
(437,177)
(442,241)
(435,176)
(460,176)
(434,177)
(438,241)
(440,241)
(453,176)
(431,176)
(430,177)
(435,242)
(448,176)
(452,176)
(429,176)
(434,241)
(427,176)
(431,241)
(442,176)
(425,177)
(429,241)
(423,176)
(421,177)
(427,242)
(438,176)
(426,241)
(444,176)
(419,176)
(418,177)
(423,241)
(416,177)
(434,242)
(420,241)
(432,242)
(423,242)
(417,241)
(429,176)
(420,242)
(414,176)
(415,242)
(424,176)
(420,176)
(396,242)
(397,242)
(399,242)
(400,242)
(401,242)
(403,242)
(404,242)
(405,242)
(407,242)
(408,242)
(409,242)
(411,241)
(412,242)
(413,242)
(414,242)
(413,175)
(412,175)
(411,175)
(410,175)
(409,175)
(408,175)
(407,175)
(406,175)
(405,176)
(404,176)
(403,176)
(402,175)
(400,175)
(399,176)
(398,175)
(397,176)
(395,176)
(394,176)
(392,176)
(391,176)
(389,176)
(388,176)
(386,176)
(394,241)
(384,176)
(393,241)
(381,176)
(380,176)
(377,176)
(375,176)
(374,176)
(371,176)
(370,176)
(391,242)
(386,175)
(382,175)
(380,175)
(368,176)
(366,176)
(384,175)
(363,176)
(361,176)
(390,174)
(378,176)
(359,176)
(358,176)
(356,176)
(390,241)
(376,175)
(372,175)
(366,176)
(353,176)
(369,175)
(370,175)
(364,176)
(350,176)
(348,176)
(357,240)
(347,176)
(353,176)
(345,176)
(358,175)
(356,176)
(342,176)
(355,240)
(340,176)
(352,241)
(354,241)
(338,176)
(337,177)
(360,175)
(348,241)
(350,241)
(347,241)
(340,179)
(335,177)
(345,241)
(348,175)
(341,175)
(338,181)
(345,175)
(342,241)
(344,175)
(340,241)
(351,175)
(337,177)
(339,241)
(339,175)
(336,241)
(337,241)
(335,241)
(334,175)
(324,241)
(325,241)
(327,240)
(328,241)
(329,241)
(331,241)
(332,241)
(333,241)
(334,174)
(333,173)
(322,241)
(320,241)
(332,172)
(297,177)
(317,241)
(298,175)
(296,177)
(301,179)
(315,241)
(316,241)
(334,177)
(297,173)
(313,241)
(292,176)
(310,241)
(290,176)
(309,241)
(288,176)
(305,241)
(306,241)
(308,241)
(285,176)
(302,240)
(304,241)
(283,176)
(301,241)
(298,241)
(299,241)
(330,180)
(280,175)
(296,241)
(290,175)
(278,176)
(295,241)
(288,175)
(284,175)
(276,176)
(293,241)
(295,175)
(286,175)
(290,241)
(292,241)
(293,175)
(273,175)
(288,241)
(290,241)
(271,175)
(286,241)
(287,241)
(269,176)
(283,241)
(284,241)
(267,176)
(281,241)
(279,175)
(274,175)
(277,175)
(264,176)
(279,240)
(263,176)
(278,241)
(260,176)
(277,241)
(275,240)
(258,176)
(273,241)
(269,175)
(257,176)
(272,240)
(270,240)
(255,176)
(267,175)
(281,175)
(266,176)
(272,175)
(291,180)
(263,175)
(259,175)
(269,241)
(257,174)
(236,240)
(254,174)
(253,174)
(252,174)
(251,174)
(250,175)
(249,175)
(247,175)
(246,174)
(245,174)
(244,175)
(243,175)
(242,175)
(241,175)
(240,175)
(239,175)
(237,175)
(236,175)
(235,175)
(233,175)
(232,175)
(230,175)
(229,175)
(227,175)
(225,175)
(224,175)
(222,176)
(233,240)
(232,240)
(231,240)
(220,175)
(219,176)
(229,240)
(227,240)
(216,175)
(215,176)
(225,240)
(222,240)
(237,225)
(235,244)
(213,175)
(219,240)
(220,241)
(210,175)
(234,245)
(217,241)
(208,175)
(216,240)
(233,236)
(206,176)
(214,240)
(228,175)
(203,175)
(212,240)
(221,175)
(213,175)
(209,241)
(225,174)
(201,175)
(208,240)
(223,174)
(199,175)
(206,240)
(211,175)
(205,240)
(208,175)
(198,176)
(196,176)
(203,240)
(195,175)
(202,240)
(217,175)
(200,241)
(193,175)
(191,175)
(197,240)
(204,175)
(189,175)
(194,240)
(198,241)
(187,175)
(193,241)
(186,175)
(190,240)
(189,241)
(183,175)
(182,175)
(187,240)
(180,175)
(185,240)
(178,175)
(183,241)
(176,176)
(182,240)
(180,241)
(188,175)
(178,240)
(177,241)
(192,175)
(175,175)
(179,175)
(174,241)
(159,240)
(160,240)
(161,241)
(163,241)
(164,241)
(165,241)
(166,241)
(168,241)
(169,241)
(170,241)
(171,241)
(173,241)
(174,241)
(174,174)
(173,175)
(172,174)
(170,175)
(169,175)
(168,175)
(167,175)
(166,175)
(165,175)
(164,175)
(162,175)
(161,174)
(160,175)
(159,175)
(157,175)
(156,175)
(155,175)
(153,174)
(152,175)
(150,175)
(148,175)
(157,243)
(147,175)
(155,243)
(154,243)
(144,175)
(152,243)
(153,243)
(142,175)
(150,243)
(140,176)
(148,243)
(138,175)
(137,175)
(146,243)
(145,243)
(145,175)
(135,175)
(133,175)
(141,243)
(142,243)
(139,243)
(143,175)
(130,175)
(138,243)
(149,175)
(128,175)
(158,244)
(136,243)
(126,175)
(134,243)
(124,175)
(132,243)
(132,243)
(122,175)
(130,243)
(120,175)
(124,240)
(124,241)
(128,243)
(119,175)
(122,240)
(126,243)
(119,240)
(127,175)
(116,175)
(115,175)
(133,174)
(117,241)
(113,175)
(115,240)
(111,175)
(114,240)
(135,175)
(113,240)
(127,227)
(123,175)
(109,175)
(111,240)
(124,236)
(110,241)
