(609,249)
(622,246)
(634,245)
(587,178)
(570,247)
(572,243)
(559,175)
(552,177)
(558,245)
(519,177)
(516,177)
(514,247)
(487,249)
(492,246)
(479,174)
(469,175)
(444,177)
(442,177)
(437,178)
(444,244)
(413,245)
(413,243)
(400,174)
(388,175)
(363,174)
(362,174)
(357,239)
(334,244)
(333,172)
(297,177)
(297,242)
(268,175)
(267,175)
(235,240)
(241,173)
(228,173)
(202,174)
(212,242)
(198,175)
(182,242)
(177,240)
(159,173)
(149,174)
(167,241)
(136,245)
(119,173)
(104,242)
(89,245)
(93,241)
(88,175)
(20,182)
(17,163)
(20,169)
(88,156)
(68,137)
(19,152)
(67,103)
(18,115)
(16,81)
(20,88)
(72,89)
(85,80)
(19,68)
(67,48)
